HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_days,Male_maturity_days,Gestation_or_Incubation_days,Weaning_days,Clutch_size,Clutches_per_year,Interbirth_interval,Birth_weight_g,Weaning_weight_g,Adult_weight_g,Growth_rate,Maximum_longevity_yrs,Source,Specimen_origin,Sample_size,Data_quality,IMR_per_year,MRDT_yrs,Metabolic_rate_W,Body_mass_g,Temperature
3367,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,smithii,Brown roofed turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3368,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,tecta,Indian roofed turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3369,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,areolata,Furrowed wood turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3370,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,pulcherrima,Painted wood turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.4,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3371,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,rubida,Mexican spotted wood turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3372,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Sacalia,bealei,Beal's eyed turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3373,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Siebenrockiella,crassicollis,Thick-necked turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3374,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Claudius,angustatus,Narrow-bridged musk turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.1,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3375,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,baurii,Striped mud turtle,870,690,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.6,528,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3376,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,herrerai,Herrera's mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.5,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3377,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,integrum,Mexican mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.5,451,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3378,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,leucostomum,White-lipped mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.2,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3379,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,scorpioides,Scorpion mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3380,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,sonoriense,Sonoran mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.5,485,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3381,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,Common mud turtle,1825,1460,76,NotKnow,4,NULL,NULL,NULL,NULL,NULL,NULL,40,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3382,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,salvinii,Pacific Coast giant musk turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3383,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,triporcatus,Mexican giant musk turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.5,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3384,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,carinatus,Keel-backed musk turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.3,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3385,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,minor,Loggerhead musk turtle,2920,1460,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.9,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3386,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,Stinkpot,1277,1277,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.8,485,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
3387,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa,subrufa,Helmeted turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.1,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3388,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,castaneus,West African mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3389,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,subniger,East African black mud turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3390,Animalia,Chordata,Reptilia,Testudines,Platysternidae,Platysternon,megacephalum,Big-headed turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3391,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,erythrocephala,Red-headed Amazon side-neck turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3392,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,South American river turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.3,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3393,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,Yellow-spotted river turtle,NotKnow,NotKnow,60,NotKnow,24,NULL,NULL,NULL,NULL,4500,NULL,NULL,unknown,unknown,large,low,NULL,NULL,NULL,NULL,unknown
3394,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Aldabrachelys,gigantea,Aldabra tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,527,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3395,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,radiata,Radiated tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.8,451,captivity,large,questionable,NULL,NULL,NULL,NULL,unknown
3396,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,sulcata,African spurred tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,43000,NULL,54.3,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3397,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,carbonaria,Red-footed tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3398,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,denticulata,Yellow-footed tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.2,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3399,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,nigra,Galapagos tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3400,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,elegans,Indian star tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.3,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3401,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Desert tortoise,5500,5500,118,NotKnow,8,NULL,NULL,NULL,NULL,NULL,NULL,62.8,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3402,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,berlandieri,Berlandier's tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.7,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3403,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,polyphemus,Gopher tortoise,3650,3650,90,NotKnow,8,NULL,NULL,NULL,NULL,5500,NULL,NULL,unknown,unknown,medium,low,NULL,NULL,0.579,5500,300
3404,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Homopus,areolatus,Parrot-beaked tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.6,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3405,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,elongata,Elongated tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,medium,low,NULL,NULL,NULL,NULL,unknown
3406,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,forstenii,Travancore tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.9,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3407,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,belliana,Hingeback tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.5,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3408,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,erosa,Serrated forest hingeback tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.8,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3409,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Malacochersus,tornieri,Pancake tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.9,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3410,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Manouria,emys,East Indian upland tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.9,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3411,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis,Leopard tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3412,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,graeca,Mediterranean spur-thighed tortoise,4560,4560,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3413,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,hermanni,Hermann's tortoise,4560,4560,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,large,low,NULL,NULL,NULL,NULL,unknown
3414,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,kleinmanni,Egyptian tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,451,captivity,large,acceptable,NULL,NULL,NULL,NULL,unknown
3415,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,marginata,Marginated tortoise,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.2,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3416,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,ferox,Florida softshell turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.2,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3417,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,mutica,Smooth softshell turtle,3285,1460,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,tiny,low,NULL,NULL,NULL,NULL,unknown
3418,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,Spiny softshell turtle,3285,3285,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.2,485,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3419,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,punctata,Indian flapshell turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.8,451,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3420,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Palea,steindachneri,Wattle-necked softshell turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,599,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3421,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Trionyx,triunguis,African softshell turtle,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.6,451,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3422,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,anguilla,European eel,4562,4015,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3629.45,NULL,88,2,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3423,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,australis,Shortfin eel,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,4100,NULL,32,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3424,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,bicolor,Indonesian shortfin eel,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3425,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,dieffenbachii,New Zealand longfin eel,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,13000,NULL,60,523,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3426,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,marmorata,Marbled eel,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,11275,NULL,40,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3427,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,mossambica,African longfin eel,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,412.5,NULL,20,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3428,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,nebulosa,Long-finned eel,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,11000,NULL,15,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3429,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,reinhardtii,Speckled longfin eel,7300,3650,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,8965,NULL,41,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3430,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,rostrata,American eel,1642,1642,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,4031.5,NULL,50,583,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3431,Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherina,presbyter,Sand smelt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3432,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinops,affinis,Topsmelt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3433,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Atherinopsis,californiensis,Jacksmelt,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3434,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Labidesthes,sicculus,Brook silverside,120,120,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,442,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3435,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Leuresthes,tenuis,California grunion,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3436,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,beryllina,Inland silverside,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3437,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,extensa,Waccamaw silverside,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3438,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,menidia,Atlantic silverside,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3439,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Trachinocephalus,myops,Snakefish,730,730,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3440,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias,latipes,Japanese medaka,NotKnow,NotKnow,10,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,683,captivity,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3441,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,melanochir,Dusky sea garfish,912,912,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,330,NULL,10,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3442,Animalia,Chordata,Teleostei,Beloniformes,Scomberesocidae,Cololabis,saira,Pacific saury,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3443,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,splendens,Alfonsino,2153,2737,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3444,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus,atlanticus,Orange roughy,6448,7208,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3850,NULL,149,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3445,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus,mediterraneus,Mediterranean redfish,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,unknown,unknown,small,low,NULL,NULL,NULL,NULL,unknown
3446,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Brycinus,imberi,Spot-tail,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,165,NULL,5,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3447,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Brycinus,macrolepidotus,Silversides,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1100,NULL,5,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3448,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Hydrocynus,vittatus,Tiger fish,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,15400,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3449,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Micralestes,acutidens,Sharptooth tetra,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1.1,NULL,3,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3450,Animalia,Chordata,Teleostei,Characiformes,Characidae,Astyanax,bimaculatus,Twospot astyanax,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3451,Animalia,Chordata,Teleostei,Characiformes,Characidae,Piaractus,brachypomus,Pirapitinga,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,13750,NULL,28,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3452,Animalia,Chordata,Teleostei,Characiformes,Citharinidae,Distichodus,niloticus,Nile distichodus,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3410,NULL,7.5,583,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
3453,Animalia,Chordata,Teleostei,Characiformes,Hepsetidae,Hepsetus,odoe,Pike characid,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2200,NULL,5,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3454,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,aestivalis,Blueback shad,1460,1277,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,110,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3455,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,agone,Twaite shad,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,825,NULL,25,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3456,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,alabamae,Alabama shad,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3457,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,alosa,Alice shad,1642,1277,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2200,NULL,10,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3458,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,caspia,Caspian shad,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,65,NULL,7,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3459,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,chrysochloris,Blue herring,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,935,NULL,4,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3460,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,macedonica,Macedonia shad,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,330,NULL,10,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3461,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,maeotica,Black sea shad,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3462,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pontica,Pontic shad,730,730,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3463,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pseudoharengus,Alewife,1642,1277,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,110,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3464,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,sapidissima,American shad,1678,1569,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,3025,NULL,13,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
3465,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Amblygaster,sirm,Spotted sardinella,310,350,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
